,gender,created,fav_number,tweet_count,descLen,des_hashtag_count,has_mentioned_other_bio,nameLen,uses_default_link_color,tweet_length,num_tagged,tweet_hashtags,tweet_has_link
3076,1,0.006966207524198536,0.001179603508642958,0.0008604602728342543,0.002348278905089448,0,0,0.006165125152639002,0,0.009795267308308658,1,0,0
12805,1,0.011145932038717657,0.00028003192537112237,0.010168145837336356,0.010567255072902515,1,1,0.006165125152639002,1,0.002798647802373902,1,0,0
5611,1,0.00975269053387795,8.549647279029843e-05,0.00011599257385300768,0.00880604589408543,0,0,0.004623843864479251,0,0.008862384707517356,1,0,0
4027,0,0.005572966019358828,0.0009367439627458784,0.000626290924034872,0.000587069726272362,0,0,0.006165125152639002,0,0.011194591209495609,2,0,0
9437,1,0.006966207524198536,0.0042246409272249635,0.004428525195777419,0.004109488083906533,0,0,0.003853203220399376,0,0.009795267308308658,0,0,0
8200,1,0.012539173543557363,0.0085118553598979,0.006551338742625427,0.012915533977991963,0,0,0.007706406440798752,0,0.005597295604747804,0,0,0
10544,0,0.008359449029038242,0.0004906754090573649,0.0007833234868527199,0.006457766988995982,6,1,0.008477047084878626,1,0.01306035641107821,0,0,1
3735,1,0.012539173543557363,0.0002620652752920017,0.01203103945407371,0.01761209178817086,0,0,0.010018328373038378,0,0.012127473810286908,0,0,0
1640,1,0.006966207524198536,0.0,0.012818501427208598,0.0,0,0,0.010018328373038378,1,0.005597295604747804,0,0,0
9767,1,0.00975269053387795,0.00091196237642985,0.005474297687691007,0.004109488083906533,0,0,0.006935765796718877,0,0.007929502106726057,1,0,0
2337,1,0.012539173543557363,2.478158631602853e-06,0.0006035292494829439,0.017025022061898498,0,1,0.011559609661198128,0,0.009795267308308658,0,0,1
1357,1,0.011145932038717657,0.0006598097356642596,0.0016982738290688628,0.0035224183576341717,0,0,0.010788969017118252,0,0.005597295604747804,0,1,0
9645,0,0.00975269053387795,0.002030850998598538,0.0005167359955096824,0.0,0,0,0.010018328373038378,1,0.006996619505934755,0,0,0
9928,0,0.00975269053387795,0.0002391423079496753,0.0016995383665439699,0.0035224183576341717,0,0,0.008477047084878626,0,0.008862384707517356,0,0,0
8449,1,0.008359449029038242,0.0011034001307211703,0.0009761079728304146,0.00880604589408543,0,0,0.008477047084878626,0,0.009328826007913007,0,0,1
11898,0,0.00975269053387795,0.0022848622583378306,0.0025664362847060422,0.002348278905089448,0,0,0.006165125152639002,0,0.009795267308308658,1,0,0
3263,0,0.005572966019358828,0.011000546165685065,0.0031877840167927685,0.0052836275364512575,0,0,0.007706406440798752,0,0.010261708608704307,1,0,0
11869,1,0.00975269053387795,0.000846910712350275,0.0013108655298769542,0.011154324799174877,0,0,0.008477047084878626,0,0.006530178205539105,4,0,0
8296,1,0.005572966019358828,0.00024162046658127818,0.0012541912594016987,0.004696557810178896,0,1,0.009247687728958502,1,0.003731530403165203,0,0,0
8841,0,0.006966207524198536,0.0015581422396202939,0.0004039622443205838,0.009393115620357792,0,0,0.011559609661198128,1,0.010728149909099958,0,0,0
133,0,0.008359449029038242,0.008859417107980199,0.0006700899038544914,0.006457766988995982,6,1,0.006165125152639002,0,0.0051308543043521535,1,2,1
9812,0,0.006966207524198536,0.0013667044853289735,0.00032579083676850725,0.00880604589408543,0,0,0.010018328373038378,1,0.006063736905143454,0,0,0
7563,0,0.00975269053387795,0.0010079910234044604,0.0002848658057559495,0.004109488083906533,0,0,0.007706406440798752,0,0.010728149909099958,0,0,0
9815,0,0.005572966019358828,0.00039526630174065505,1.8853104174324343e-05,0.002348278905089448,0,0,0.011559609661198128,1,0.0051308543043521535,0,0,0
11662,0,0.011145932038717657,3.593330015824137e-05,0.00030647790078505303,0.01467674315680905,1,0,0.011559609661198128,1,0.008862384707517356,2,2,1
8900,0,0.004179724514519121,0.0,1.0346215705421895e-06,0.01467674315680905,0,0,0.008477047084878626,1,0.012127473810286908,1,0,0
11810,0,0.006966207524198536,1.4868951789617117e-05,0.0013601824914061319,0.0052836275364512575,0,0,0.009247687728958502,1,0.007463060806330406,1,0,0
7679,1,0.006966207524198536,0.0017570144698064228,0.0006626176369561312,0.0,0,0,0.006935765796718877,0,0.01166103250989126,2,0,0
5160,0,0.004179724514519121,6.938844168487988e-05,2.3451422265622963e-05,0.011741394525447238,0,0,0.011559609661198128,0,0.012127473810286908,1,0,0
2380,1,0.00975269053387795,6.938844168487988e-05,0.0026644954180029853,0.004109488083906533,0,0,0.010788969017118252,1,0.003731530403165203,0,0,0
2227,1,0.008359449029038242,0.0036577621402458112,0.0012300500894223809,0.011154324799174877,1,0,0.008477047084878626,1,0.002332206501978252,0,0,0
7847,1,0.006966207524198536,0.014346060318348916,0.015135134081604842,0.002348278905089448,0,0,0.010018328373038378,0,0.005597295604747804,0,0,1
9398,1,0.00975269053387795,0.0007192855428227281,0.0007286035015662664,0.000587069726272362,0,0,0.010788969017118252,1,0.008395943407121706,1,0,0
4774,0,0.012539173543557363,1.115171384221284e-05,0.0005260475896445621,0.012915533977991963,0,0,0.006165125152639002,0,0.012127473810286908,0,0,1
1872,1,0.006966207524198536,0.0008952348056665306,0.0009037994208447438,0.011741394525447238,6,0,0.010788969017118252,0,0.008862384707517356,0,2,1
8921,1,0.012539173543557363,0.0008258463639816508,0.0021592552177215497,0.010567255072902515,0,0,0.009247687728958502,1,0.01259391511068256,0,0,1
3639,0,0.008359449029038242,5.699764852686562e-05,0.0027683024489140516,0.004696557810178896,5,1,0.011559609661198128,0,0.005597295604747804,0,0,0
6850,0,0.00975269053387795,0.004313235098304766,0.0014901999354376002,0.015850882609353772,0,0,0.009247687728958502,0,0.008395943407121706,0,0,0
8391,0,0.011145932038717657,0.0007155683048753239,0.0018871497446689537,0.0017612091788170858,0,0,0.006935765796718877,0,0.016325445513847764,1,0,0
4542,1,0.00975269053387795,0.014492891217271386,0.003719694462003736,0.0,0,0,0.008477047084878626,0,0.003731530403165203,0,0,0
12868,1,0.00975269053387795,0.00239761847607576,0.0015963061253943158,0.007631906441540705,0,0,0.009247687728958502,0,0.007463060806330406,1,0,0
11468,1,0.011145932038717657,8.177923484289415e-05,0.0007907957537510802,0.0035224183576341717,0,0,0.010018328373038378,0,0.009795267308308658,1,0,1
313,0,0.004179724514519121,0.00020382854744933467,0.004654647487917028,0.01761209178817086,0,0,0.007706406440798752,1,0.011194591209495609,0,1,1
1748,0,0.012539173543557363,0.007484658607098517,0.002098902292773255,0.000587069726272362,0,0,0.010018328373038378,0,0.005597295604747804,0,0,0
11679,0,0.004179724514519121,0.019427524592450566,0.02260234283006467,0.000587069726272362,0,0,0.005394484508559126,1,0.008862384707517356,0,0,1
11761,1,0.006966207524198536,0.005409200753131127,0.0016910314780750676,0.006457766988995982,0,0,0.010018328373038378,0,0.009328826007913007,0,0,1
10124,0,0.012539173543557363,7.744245723758916e-05,0.0027715212715779605,0.011154324799174877,0,0,0.009247687728958502,1,0.007463060806330406,0,1,1
10944,0,0.004179724514519121,0.0011957115397483765,1.8048398508347084e-05,0.0052836275364512575,0,0,0.010788969017118252,1,0.008862384707517356,1,2,1
8909,1,0.012539173543557363,3.841145878984422e-05,0.000214856412815928,0.00880604589408543,0,0,0.006165125152639002,0,0.007929502106726057,3,0,0
9170,1,0.012539173543557363,3.0976982895035662e-06,0.0007319372821824578,0.004109488083906533,0,0,0.010018328373038378,1,0.008395943407121706,0,0,0
10073,0,0.00975269053387795,1.4868951789617117e-05,0.0001805989430357533,0.0029353486313618096,0,0,0.006935765796718877,0,0.007929502106726057,1,0,0
1669,1,0.004179724514519121,0.00045288348992542137,0.00013174181331570547,0.000587069726272362,1,0,0.006935765796718877,1,0.009328826007913007,0,1,0
2550,1,0.004179724514519121,0.00015550445413307904,1.7243692842369825e-05,0.0123284642517196,0,0,0.009247687728958502,1,0.011194591209495609,1,0,0
7442,0,0.006966207524198536,0.0010519783391154112,0.0013927155919020696,0.007631906441540705,0,1,0.007706406440798752,0,0.010728149909099958,2,0,0
10688,0,0.008359449029038242,0.0007161878445332246,0.0002883145443244235,0.005870697262723619,0,0,0.009247687728958502,1,0.006063736905143454,0,0,0
12292,1,0.004179724514519121,4.3367776053049925e-06,0.004526124497265232,0.0,0,0,0.007706406440798752,1,0.003731530403165203,0,1,0
12724,1,0.008359449029038242,0.004392536174516057,0.0026390897105485604,0.00880604589408543,0,0,0.010018328373038378,1,0.004664413003956504,1,0,0
8305,0,0.00975269053387795,0.002120064709336241,0.0049210050633555005,0.002348278905089448,0,0,0.008477047084878626,0,0.011194591209495609,0,0,0
952,0,0.004179724514519121,0.0,0.011836300682907213,0.0017612091788170858,0,0,0.011559609661198128,1,0.008862384707517356,0,0,1
3008,1,0.008359449029038242,0.0006728200684801746,0.0007629759292987235,0.00880604589408543,0,0,0.010018328373038378,1,0.010261708608704307,1,0,0
6988,1,0.004179724514519121,0.0002936617978449381,6.357174761220342e-05,0.000587069726272362,0,0,0.010018328373038378,1,0.004197971703560853,1,0,0
3896,0,0.00975269053387795,0.002147943993941773,0.003942597931479437,0.007631906441540705,0,1,0.007706406440798752,1,0.004664413003956504,0,0,0
12278,0,0.004179724514519121,6.195396579007133e-07,0.004334144716953515,0.0,0,0,0.008477047084878626,1,0.003731530403165203,0,1,0
12564,1,0.006966207524198536,0.0003351709549242859,0.00034073537056522775,0.011741394525447238,1,1,0.010788969017118252,0,0.010261708608704307,1,1,1
10342,0,0.005572966019358828,0.00025896757700249817,7.610216441099216e-05,0.0,0,0,0.011559609661198128,0,0.004664413003956504,1,1,0
2891,0,0.004179724514519121,0.00022675151479166104,0.00018473742931792206,0.0,0,0,0.004623843864479251,1,0.004664413003956504,0,0,0
1941,0,0.011145932038717657,0.00029180317887123595,0.00014749105277840323,0.002348278905089448,0,0,0.011559609661198128,0,0.006996619505934755,0,0,0
11434,0,0.00975269053387795,0.0011157909238791845,0.003368727833685369,0.0,0,0,0.011559609661198128,0,0.009328826007913007,0,0,0
10434,1,0.00975269053387795,8.673555210609985e-06,0.010425881566353644,0.009393115620357792,0,0,0.010788969017118252,1,0.006063736905143454,2,0,0
4831,1,0.008359449029038242,0.003299668217979199,0.0049150272498368125,0.01467674315680905,0,0,0.010788969017118252,1,0.009795267308308658,0,0,1
541,1,0.005572966019358828,0.0006449407838746425,0.0007282586277094189,0.002348278905089448,0,1,0.007706406440798752,0,0.007929502106726057,1,0,0
6873,0,0.00975269053387795,0.052071688706897046,0.010647405540401954,0.014089673430536687,4,0,0.007706406440798752,0,0.01259391511068256,0,0,0
2539,1,0.006966207524198536,0.0011374748119057096,0.0010766961810775718,0.010567255072902515,1,0,0.010018328373038378,1,0.006996619505934755,1,0,0
9573,0,0.004179724514519121,0.00023046875273906534,0.00026739219700901476,0.0,0,0,0.011559609661198128,1,0.01166103250989126,1,0,0
1869,1,0.00975269053387795,0.0012793493935649729,0.0006756078855640498,0.005870697262723619,4,0,0.006935765796718877,0,0.01166103250989126,1,2,0
6145,1,0.006966207524198536,0.0007273395583754374,0.0002009465005897497,0.01761209178817086,0,0,0.011559609661198128,0,0.01306035641107821,0,0,0
10403,0,0.00975269053387795,0.0005191742333207978,0.0001505949174900298,0.000587069726272362,1,0,0.010788969017118252,0,0.007463060806330406,0,1,1
11672,0,0.008359449029038242,0.0020735992349936875,0.001802770607693624,0.012915533977991963,1,0,0.010018328373038378,1,0.01166103250989126,1,1,0
3774,0,0.012539173543557363,0.0005365213437420177,0.019139464433459964,0.005870697262723619,0,0,0.010788969017118252,0,0.006996619505934755,2,0,0
9036,0,0.008359449029038242,0.00022055611821265392,0.00018002415327434098,0.0017612091788170858,0,0,0.009247687728958502,1,0.007929502106726057,1,1,1
930,1,0.008359449029038242,0.00010594128150102196,0.0012737341112897178,0.005870697262723619,0,0,0.009247687728958502,1,0.008395943407121706,1,0,0
9183,1,0.008359449029038242,0.0005625420093738476,0.0007949342400332489,0.009980185346630152,1,1,0.006165125152639002,1,0.011194591209495609,0,0,0
9245,1,0.00975269053387795,0.00027879284605532095,7.920602912261873e-05,0.001174139452544724,0,0,0.005394484508559126,0,0.011194591209495609,2,0,0
1670,1,0.004179724514519121,0.00017594926284380256,0.00017485104542163004,0.0035224183576341717,0,0,0.010788969017118252,0,0.011194591209495609,0,0,0
2707,1,0.006966207524198536,0.00022117565787055463,0.0003255609208639423,0.010567255072902515,0,0,0.007706406440798752,0,0.010261708608704307,2,0,1
6648,0,0.012539173543557363,3.7172379474042794e-06,0.012580423508031612,0.007044836715268343,0,0,0.009247687728958502,0,0.007929502106726057,0,0,1
5841,1,0.008359449029038242,0.00270119290844711,0.0023464067640374033,0.00880604589408543,0,0,0.008477047084878626,1,0.007463060806330406,0,0,0
11161,0,0.004179724514519121,4.956317263205706e-06,2.6210413120402133e-05,0.01526381288308141,0,0,0.009247687728958502,1,0.010728149909099958,0,0,1
